"","id","wls_cw_sysid","cw_code","cw_name","cw_source_name","cw_source_type","pod_number","cw_legislation","cw_date_created","cw_status","organization","organization_count","organization_type","water_system_name","cw_use","source_category","source_comments","water_treatment_type","water_treatment_location","connections_count","connected_cw_name","connected_cw_pod_number","natural_resource_district","health_authority","cw_assessment_ind","cw_assessment_url","water_qlty_obj_status","water_qlty_obj_overvw_rpt_url","water_qlty_obj_tech_rpt_url","water_qlty_obj_rpt_year","water_qlty_obj_type","organization_concerns","waterworks_damage","general_comments","feature_area_sqm","feature_length_m","objectid","se_anno_cad_data","watershed_area","og_watershed_area","prot_og_watershed_area","og_percentage","prot_percentage","at_risk_area","perc_at_risk"
"273","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ead",290,"300.044","Petersen Community Watershed","Petersen Brook","BR","PD28089","Forest Practices Code",1995-06-15,"DESIGNATED","Poupore Improvement District",1,"Waterworks","Poupore Improvement District","EMERGENCY BACKUP","GW","GW","NONE","NO TREATMENT",39,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"They switched from surface water to groundwater in 1991 when they built a well.  They no longer use Petersen Brook for community water.   The reason for the switch was there was not enough flow and people who lived in the higher elevations would run out of water some days when the flows dropped in the summer time.  The old surface piping has been disconnected but could be reconnected if required.  They currently use a deep well (246 feet deep).",826804.117,4652.7243,76018,NA,82.6804116999312,0,0,0,0,0,0
"274","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4eac",291,"310.034","Lee Community Watershed","Lee Creek","OTH","PD56662","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Osprey Lake Waterworks District",0,"None",NA,"OTHER SOURCE","Unknown","Unknown","NA","NA",0,NA,NA,"Cascades Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"Osprey Lake Waterworks no longer in operation. Users get water directly from lake or wells.
 ",4649309.1964,11455.4281,76019,NA,464.930919643521,39.9093257243625,23.8983495996783,8.58,5.14,16.0109761246842,3.44
"275","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4eab",292,"129.011","Mcdougall Community Watershed","McDougall Creek","CR","PD51269","Forest Practices Code",1995-06-15,"DESIGNATED","District of Clearwater",1,"Waterworks",NA,"PRIMARY","SW & GW","SW - primary (combined Russell, Hascheak, and McDougall source water), GW - secondary","Disinfection x2","INTAKE",960,"Russell Creek, Hascheak Creek, McDougall Creek","PD51242, PD51239, PD59086","Thompson Rivers Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=9014","Complete","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/tributaries_to_okanagan_lake_near_westbank.pdf","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_tech_peachland_tributaries.pdf",1990,"MOE Report",NA,NA,NA,16013039.7625,23924.6526,76020,NA,1601.30397624893,189.803519722543,0,11.85,0,189.803519722543,11.85
"276","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4eaa",293,"920.005","Barron Community Watershed","Barron Creek","CR","PD30787","Forest Practices Code",1995-06-15,"DESIGNATED","Barron Creek Management",1,"Waterworks","Race Point Barron Creek Water System","PRIMARY","SW","SW","Disinfection & filtration","TREATMENT FACILITY",25,NA,NA,"Campbell River Natural Resource District","Vancouver Island","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity, turbidity","No",NA,173127.4086,1917.2992,76021,NA,17.3127408640549,0,0,0,0,0,0
"277","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea9",270,"920.100","Youbou Community Watershed","Youbou Creek","CR","PD32530","Forest Practices Code",1995-06-15,"DESIGNATED","Cowichan Valley Regional District",1,"Waterworks",NA,"PRIMARY","SW & GW","SW and GW","Disinfection & filtration","TREATMENT FACILITY",387,NA,NA,"South Island Natural Resource District","Vancouver Island","No",NA,"Partial","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_report_cowichan_2011.pdf","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_tech_cowichan_2011.pdf",2011,"MOE Report","Turbidity",NA,"Water quality objectives for Cowichan Lake include recommendations for max turbidity and TSS in tributaries.",2089461.7851,6081.585,75998,NA,208.946178506237,0,0,0,0,0,0
"278","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea8",271,"MEA.006","Sharp Community Watershed","Sharp Creek","CR","PD29490","Forest Practices Code",1995-06-15,"DESIGNATED","District of Tofino",1,"Waterworks","District of Tofino","PRIMARY","SW","SW","Disinfection","WELL",795,"Close Creek, Meares Creek, Sharp Creek, Number One Creek, Ginnard Creek","PD29567, PD71920, PD29490, PD29562, PD30222","South Island Natural Resource District","Vancouver Island","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity","No forest or range activity in watershed","Close Creek, Sharp Creek and No#1 Creek supply the Bay Street Pumphouse and are required to have full treatment (VIHA 4321 regulations) but were only treated with chlorine at time of interview (2015).  Total amount of water extracted is for both plants in Tofino combined.",2186434.69,6802.9053,75999,NA,218.643468996024,102.808289642039,0,47.02,0,102.808289642039,47.02
"279","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea7",272,"920.091","Waugh Community Watershed","Waugh Creek","OCW","PD32693","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Capital Regional District",0,"None",NA,"OTHER SOURCE","SW (Other CW)","Not in use","NA","NA",0,NA,NA,"South Island Natural Resource District","Vancouver Island","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,12041530.438,24359.2714,76000,NA,1204.15304379961,16.7943220223524,16.7943220223583,1.39,1.39,-5.96145355302724e-12,0
"280","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea6",273,"900.051","Nelson Community Watershed","Nelson Creek","CR","PD45502","Forest Practices Code",1995-06-15,"DESIGNATED","District of West Vancouver",1,"Waterworks","Nelson Creek Water Supply","PRIMARY","SW","SW","Filtration","TREATMENT FACILITY",11600,NA,NA,"Chilliwack Natural Resource District","Vancouver Coastal","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity, turbidity","No","Depending on seasonal availability, source water from Nelson Creek and Black Creek are diverted to Eagle Lake to supplement the Eagle Lake water supply. Eagle Lake Water is delivered to most of the District and supplemented by purchased Metro Vancouver water during periods when Eagle Lake supply is low or unavailable.  For the Eagle Lake water supply, it is difficult to separate the supply from Metro Vancouver and Eagle Lake because the boundary changes with water availability from Eagle Lake.  There are approximately 11,600 connections to the combined Eagle Lake / Metro Vancouver water supply.",3767669.5605,9049.7942,76001,NA,376.766956050098,0,0,0,0,0,0
"281","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea5",274,"100.096","Pritchard Community Watershed","Pritchard Creek","CR","PD36945","Forest Practices Code",1995-06-15,"DESIGNATED","Sinclair Mills Water Users Community",1,"Water Users' Community","Sinclair Mills Water Users Community","PRIMARY","SW & GW","SW & GW","NONE","NO TREATMENT",20,NA,NA,"Prince George Natural Resource District","Northern","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No"," As of this report (http://www.env.gov.bc.ca/epd/regions/omineca/water/brochures/pdf/sinclair_mills.pdf) in 2002 there was no water treatment on this system.  All surrface water was used, and there is a dam on the creek.  Amount extracted is unknown as they have a 4” pipe outlet at the dam that runs continuously and what is not used at homes goes out the overflow.",6574084.5334,11339.1679,76002,NA,657.408453337566,6,0,0.91,0,6,0.91
"282","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea4",275,"GRA.007","Queen Charlotte City Community Watershed","Jervis Brook","BR","PD35890","Forest Practices Code",1997-09-11,"DESIGNATED","Village of Queen Charlotte",1,"Several Water Users","Queen Charlotte Water Distribution System","PRIMARY","SW","SW","Disinfection x2 & DAF & filtration","TREATMENT FACILITY",425,NA,NA,"Haida Gwaii Natural Resource District","Northern","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"There are 100 drinking water users in this community watershed area and 4 current domestic users on this POD. The interviewee for the listed waterworks was not aware of the system ever using this source. It may be related to another community water supply on the Island, but it is not related to the Village of Queen Charlotte was unable to meet potable water demands from existing well productions due to salt water intrusion and elevated manganese. Honna River was developed as a new surface water source, but required treatment to address variability in water quality and flow.  The village commissioned the plant in May 2010. The plant has a capacity of 8 L/s (690m3/day) and a 25 year design life. Left the status as designated due to the large number of drinking water users in the CW area that may have been associated with the designation.",16328928.5961,25326.6882,76003,NA,1632.89285960789,876.653333747188,0,53.69,0,876.653333747188,53.69
"283","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea3",276,"340.116","Sandy Community Watershed","Sandy Creek","CR","PD27278","Forest Practices Code",1995-06-15,"DESIGNATED","Sandy Creek - Granite Road Water Users Community
",1,"Water Users' Community","Sandy Creek Water Users Community","PRIMARY","SW","SW","Various (POE/POU)","POE/POU",82,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity, forestry","Yes","Note: this WUC is associated with another POD on a different watershed (Harrop Creek, PD27124). Manager still reports using this watershed.",12129637.4708,16315.2167,76004,NA,1212.96374708039,299.871012899146,49,24.72,4.04,250.871012899146,20.68
"284","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea2",277,"900.100","Waugh Lake Community Watershed","Waugh Creek","CR","PD45278","Forest Practices Code",1999-10-22,"DESIGNATED","Sunshine Coast Regional District",1,"Waterworks","Egmot Water System","PRIMARY","SW","SW","Disinfection x2","TREATMENT FACILITY",25,NA,NA,"Sunshine Coast Natural Resource District","Vancouver Coastal","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8143","Not completed by 2019",NA,NA,0,NA,"Forestry","No","In 2013 the Sunshine Coast Regional District built a treatment facility and began operating the water system in this watershed.  9611 m3 was extracted from Waugh Lake in 2014.",7931461.7222,14866.4623,76005,NA,793.146172225078,72.9522710521013,20.9631883717388,9.2,2.64,51.9890826803625,6.55
"285","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea1",278,"920.002","Ashburnham Community Watershed","Ashburnham Creek","GW","PD32553","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Cowichan Valley Regional District",0,"None","Honeymoon Bay Water System","OTHER SOURCE","GW","GW","Disinfection","WELL",487,NA,NA,"South Island Natural Resource District","Vancouver Island","No",NA,"Partial","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_report_cowichan_2011.pdf","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_tech_cowichan_2011.pdf",2011,"MOE Report","Debris/slides",NA,"Water quality objectives for Cowichan Lake include recommendations for max turbidity and TSS in tributaries. The water purveyor does not used this as a drinking water supply source. They previously had two intakes for this water system: the Cowichan Lake intake and Ashburnham Creek intake.  If turbidity was ever an issue at the Ashburnham intake, the source was switched to Cowichan Lake, which was generally less turbid.",6255481.4429,12122.6117,76006,NA,625.548144293783,0,0,0,0,0,0
"286","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4ea0",279,"900.068","Whistler Community Watershed","Whistler Creek","CR","PD43471","Forest Practices Code",1995-06-15,"DESIGNATED","Regional Municipality of Whistler",1,"Waterworks",NA,"EMERGENCY BACKUP/FUTURE SOURCE/FIREFIGHTING","SW (other CW) & SW (CW)","SW (other CW)","NA","NA",0,NA,NA,"Sea to Sky Natural Resource District","Vancouver Coastal","Yes",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"Currently only used for firefighting but there is the potential to reactivate as there are limited other sources for municipal water, and currently municipal sources may not be insufficient in times of drought or in the likely case of future growth.",6129813.3828,11536.5252,76007,NA,612.981338281289,92.8471801949988,0,15.15,0,92.8471801949988,15.15
"287","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e9f",280,"129.023","Skowootum Community Watershed","Skowootum Creek","GW","PD48677","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Simpcw First Nation",0,"None",NA,"OTHER SOURCE","GW","GW",NA,"NOT SPECIFIED",0,NA,NA,"Thompson Rivers Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8616","Not completed by 2019",NA,NA,0,NA,NA,NA,NA,11102492.1257,18051.2356,76008,NA,1110.24921256859,28.7439015372485,0,2.59,0,28.7439015372485,2.59
"288","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e9e",281,"930.024","Wilfred Community Watershed","Wilfred Brook","OCW","PD32386","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Capital Regional District",0,"None",NA,"OTHER SOURCE","SW (Other CW)","Not in use","NA","NA",0,NA,NA,"South Island Natural Resource District","Vancouver Island","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,23073.9698,747.5691,76009,NA,2.30739698124584,0,0,0,0,0,0
"289","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e9d",282,"129.007","Hascheak Community Watershed","Hascheak Creek","CR","PD51242","Forest Practices Code",1995-06-15,"DESIGNATED","District of Clearwater",1,"Waterworks",NA,"PRIMARY","SW & GW","SW - primary (combined Russell, Hascheak, and MccDougall source water), GW - secondary","Disinfection x2","INTAKE",960,"Russell Creek, Hascheak Creek, McDougall Creek","PD51242, PD51239, PD59086","Thompson Rivers Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=9014","Not completed by 2019",NA,NA,0,NA,"Turbidity","No",NA,6547960.041,11268.1654,76010,NA,654.796004099942,106.992212995078,0,16.34,0,106.992212995078,16.34
"290","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e9c",283,"340.109","Rashdell Community Watershed","Rashdell Spring","SPR","PD26948","Forest Practices Code",1995-06-15,"DESIGNATED","Regional District of Central Kootenay",1,"Waterworks","Denver Siding","PRIMARY","SW","SW","NONE","NO TREATMENT",21,"Aylard Creek, Angel Creek, Rashdell Spring","PD26947, PD26948, PD26946  ","Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Debris/slides, bacteria",NA,NA,123110.0661,2331.1398,76011,NA,12.3110066125186,0,0,0,0,0,0
"291","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e9b",284,"100.029","Kopp Community Watershed","Kopp Creek","OTH","PD43079","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Kawkawa Lake Resort",0,"None",NA,"OTHER SOURCE","Unknown","NOT USED","NONE","NO TREATMENT",0,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"Kawkawa Lake Resort used to have a license for the Kopp Brook.  They are now on City of Hope water.  The interview contact did not know of any current drinking water use of Kopp Brook.  First Nations could be using for traditional purposes.  The Resort will not need the Brook or Creek for water, as they use Kawkawa Lake for emergency/backup.",362019.1916,2497.7181,76012,NA,36.2019191625061,1.33338464034917,0.209732579387538,3.68,0.58,1.12365206096163,3.1
"292","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e9a",285,"119.004","Pemberton Community Watershed","Pemberton Creek","GUI","PD43571","Forest Practices Code",1995-06-15,"DESIGNATED","Village of Pemberton, Squamish Lilloett Regional District",2,"Multiple User Groups",NA,"PRIMARY - GUDI in CW","GW (GUDI)","GW (GUDI)","NA","NA",1136,NA,NA,"Sea to Sky Natural Resource District","Vancouver Coastal","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=9058","Not completed by 2019",NA,NA,0,NA,"Turbidity",NA,"The Squamish Lilloet Regional District buys bulk water from the Village of Pemberton. They have an interest in maintaining the CW designation because the wells that the Village of Pemberton and the SLRD use for water supply obtain water from the aquifer that is connected to the river. The Village currently uses GW wells which draw water from an aquifer that is connected to the creek",28872958.471,32297.1351,76013,NA,2887.2958471001,603.432088817971,19,20.9,0.66,584.432088817971,20.24
"293","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e99",286,"100.114","Stoyoma Community Watershed","Stoyoma Creek","CR","PD44165","Forest Practices Code",1995-06-15,"DESIGNATED","Fraser Valley Regional District",1,"Waterworks","Boston Bar Integrated Water System","EMERGENCY BACKUP","SW (other CW)","SW (other CW)","NA","NA",2,NA,NA,"Chilliwack Natural Resource District","Fraser","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8610","Not completed by 2019",NA,NA,0,NA,"Turbidity",NA,"Backup supply to the Boston Bar Integrated Water System ",40709779.6836,29573.6597,76014,NA,4070.97796835623,741.892891688061,220.28797315313,18.22,5.41,521.604918534931,12.81
"294","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e98",309,"120.015","Jimmies Community Watershed","Jimmies Creek","CR","PD45790","Forest Practices Code",1995-06-15,"DESIGNATED","Thompson Nicola Regional District",1,"Waterworks","Walhachin","SECONDARY","SW (other) & SW (CW)","SW - primary (not CW), SW - secondary (CW source) ","NONE","NO TREATMENT",0,NA,NA,"Thompson Rivers Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8877","Not completed by 2019",NA,NA,0,NA,"Range use","No","Main water supply now comes from a different river due to water quality issues related to range use. ",13583760.7284,16575.5867,76037,NA,1358.37607283728,34.7589223382756,6.54035193656459,2.56,0.48,28.218570401711,2.08
